title,artist,year,Predicted_Genre,True_Genre,Confidence,Is_Correct,file_path,aug
Life Goes On,BTS,2021,R&B,Pop,0.40045285,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/-5q5mZbe3V8 - BTS (방탄소년단) 'Life Goes On' Official MV.mp3,noise
LOYALTY. (feat. Rihanna),Kendrick Lamar,2017,Hip Hop,Hip Hop,0.38330814,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Dlh-dzB2U4Y - Kendrick Lamar - LOYALTY. ft. Rihanna.mp3,none
Nice For What,Drake,2019,Hip Hop,Hip Hop,0.99009925,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/U9BwWKXjVaI - Drake - Nice For What.mp3,pitch
We Don’t Talk Anymore (feat. Selena Gomez),Charlie Puth,2016,Pop,Pop,0.79147255,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/Pvcc5yEPpTc - Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) (Audio).mp3,pitch
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,2018,Hip Hop,Hip Hop,0.99566615,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/V_MXGdSBbAI - 6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz.mp3",none
Style,Taylor Swift,2023,Pop,Pop,0.9936147,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/66TQBtlRKc4 - Taylor Swift - Style (Audio).mp3,pitch
People,Libianca,2023,Pop,Soul,0.49201375,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/5Zfe9PnT8Qo - People.mp3,noise
I Ain't Worried,OneRepublic,2022,Pop,Pop,0.5257571,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/mNEUkkoUoIA - OneRepublic - I Ain’t Worried (From “Top Gun： Maverick”) [Official Music Video].mp3,pitch
Heather,Conan Gray,2021,Pop,Pop,0.86144876,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/GPUg7n8-M6o - Conan Gray - Heather (Official Lyric Video).mp3,pitch
Runtuh,Feby Putri,2023,Pop,Pop,0.96369773,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/YrtS8MESh0I - Runtuh - Feby Putri feat. Fiersa Besari (Official Visualizer).mp3,pitch
Sanctuary,Joji,2022,Pop,Soul,0.8073974,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/ZEY9UCzzbcQ - Sanctuary.mp3,noise
Build a Bitch,Bella Poarch,2021,R&B,Pop,0.5269655,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/o4evZ9foxBk - Bella Poarch - Build A B＊tch (Official Lyric Video).mp3,none
As It Was,Harry Styles,2022,Pop,Pop,0.9890749,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/V1Z586zoeeE - Harry Styles - As It Was (Audio).mp3,none
Issues,Julia Michaels,2017,EDM,Pop,0.46739775,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/7dqMyh4ILIg - Julia Michaels - Issues (Audio).mp3,noise
august,Taylor Swift,2023,Pop,Indie,0.6484255,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/nn_0zPAfyo8 - Taylor Swift – august (Official Lyric Video).mp3,noise
Ric Flair Drip,Offset,2018,Pop,Hip Hop,0.4221056,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/OwbI9IY9Roo - Offset & Metro Boomin  - ＂Ric Flair Drip＂ (Official Audio).mp3,pitch
Sahabat Dulu (From Layangan Putus),Prinsa Mandagie,2022,Pop,Pop,0.71343666,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/RWinOPg_Rcg - Sahabat Dulu (From Layangan Putus).mp3,noise
Perfect Duet (with Beyoncé),Ed Sheeran,2018,Pop,Pop,0.9620495,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/817P8W8-mGE - Ed Sheeran - Perfect Duet (with Beyoncé) [Official Audio].mp3,noise
Muak,Aruma,2023,Pop,Pop,0.46279594,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/6r5Bj_7VPwE - Aruma - Muak (Official Music Video).mp3,pitch
Typa Girl,BLACKPINK,2023,Hip Hop,Hip Hop,0.97757906,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/UhxW9Njqqu0 - BLACKPINK - ‘Typa Girl’ (Official Audio).mp3,pitch
Under the Influence,Chris Brown,2023,Hip Hop,R&B,0.3944738,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/LPnDCTqW7zw - Chris Brown - Under The Influence (Audio).mp3,none
Something Just Like This,The Chainsmokers,2017,Pop,EDM,0.5661106,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/FM7MFYoylVs - The Chainsmokers & Coldplay - Something Just Like This (Official Lyric Video).mp3,pitch
Cheap Thrills,Sia,2016,EDM,Pop,0.5087973,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/J1b22l1kFKY - Sia - Cheap Thrills (Official Audio).mp3,none
At My Worst,Pink Sweat$,2021,Pop,R&B,0.3767001,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/VXzAJd8UJl8 - Pink Sweat$ - At My Worst [Official Audio].mp3,noise
SICKO MODE,Travis Scott,2019,Hip Hop,Hip Hop,0.987678,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/d-JBBNg8YKs - Travis Scott - SICKO MODE (Audio).mp3,none
Dirt on My Boots,Jon Pardi,2017,Rock,Country,0.97900534,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/gCxbgqyC2Wg - Jon Pardi - Dirt On My Boots (Official Lyric Video).mp3,none
Butter,BTS,2022,Pop,Pop,0.956593,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/o9mLyHtSLjk - BTS (방탄소년단) 'Butter''.mp3,pitch
Wildest Dreams,Taylor Swift,2016,Pop,Pop,0.96505284,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/CUr_UwUUXzU - Taylor Swift - Wildest Dreams (Taylor’s Version) (Official Audio).mp3,none
Always,Daniel Caesar,2023,Pop,Soul,0.5396774,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2025/pKFd12id5oQ - Daniel Caesar - Always (Official Audio).mp3,noise
Shut Down,BLACKPINK,2023,Hip Hop,Hip Hop,0.9446201,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/JDRyqUx1X8M - BLACKPINK - ‘Shut Down’ (Official Audio).mp3,pitch
Photograph,Ed Sheeran,2016,Pop,Pop,0.99239045,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/KKQl-pIRQMY - Ed Sheeran - Photograph (Official Lyric Video).mp3,pitch
Jiwa Yang Bersedih,Ghea Indrawari,2023,R&B,Pop,0.6176616,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/t9VWICGOD90 - GHEA INDRAWARI - JIWA YANG BERSEDIH (OFFICIAL MUSIC VIDEO).mp3,noise
Adventure of a Lifetime,Coldplay,2016,Pop,Pop,0.98347616,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/QtXby3twMmI - Coldplay - Adventure Of A Lifetime (Official Video).mp3,pitch
Bertahan Terluka,Fabio Asher,2022,Pop,Pop,0.84871787,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/FhJiMxWLzFQ - Bertahan Terluka.mp3,none
Dandelions,Ruth B.,2021,R&B,R&B,0.98597556,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/W8a4sUabCUo - Ruth B. - Dandelions (Audio).mp3,none
The Greatest (feat. Kendrick Lamar),Sia,2016,EDM,Pop,0.84035337,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/sG6aWhZnbfw - Sia - The Greatest (Official Audio) ft. Kendrick Lamar.mp3,pitch
Cold Heart (PNAU Remix),Elton John,2022,Hip Hop,Pop,0.4917265,False,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/qod03PVTLqk - Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video).mp3",noise
Monolog,Pamungkas,2021,R&B,Indie,0.2919083,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2025/-mwsPoerFWU - Pamungkas - Monolog (Lyrics Video).mp3,none
Hello,Adele,2016,Pop,Pop,0.9621941,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/T1tl66trXTQ - Adele - Hello.mp3,none
Taki Taki (feat. Selena Gomez. Ozuna & Cardi B),DJ Snake,2019,Hip Hop,Pop,0.4324738,False,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/ixkoVwKQaJg - DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B (Official Music Video).mp3",noise
MONEY,LISA,2022,Pop,Pop,0.5397888,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/vrZA5m4DBr4 - LISA - MONEY [Audio].mp3,pitch
Rumah Singgah,Fabio Asher,2023,Pop,Pop,0.98528165,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/RCYHpwtvqrE - Rumah Singgah.mp3,pitch
Nonstop,Drake,2018,Hip Hop,Hip Hop,0.98908055,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/QVqS3tB8OtE - Nonstop.mp3,none
INDUSTRY BABY,Lil Nas X,2022,Hip Hop,Hip Hop,0.7650061,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/eg-AwKRUFec - INDUSTRY BABY.mp3,none
Pamit,Tulus,2016,Hip Hop,Pop,0.89416015,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/3xNp8sjMOiU - TULUS - Pamit (Official Lyric Video).mp3,pitch
Hello,Adele,2016,Pop,Pop,0.95207345,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/T1tl66trXTQ - Adele - Hello.mp3,pitch
Next Level,aespa,2021,Pop,Pop,0.9665678,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/ZNZj64oIBqc - aespa (에스파) - Next Level (Audio).mp3,none
Act Up,City Girls,2019,Hip Hop,Hip Hop,0.7373465,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/UrfIZgAfhAM - City Girls - Act Up (Audio).mp3,noise
Where Are Ü Now (with Justin Bieber),Jack Ü,2015,EDM,EDM,0.58027875,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/nntGTK2Fhb0 - Skrillex and Diplo - ＂Where Are Ü Now＂ with Justin Bieber (Official Video).mp3,noise
Closer (feat. Halsey),The Chainsmokers,2016,EDM,EDM,0.98477525,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/5XggbNWy3NA - The Chainsmokers - Closer (feat. Halsey) [Official Audio].mp3,none
How You Like That,BLACKPINK,2021,Pop,Pop,0.9606631,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2021/mIuNiH2MAO8 - BLACKPINK - 'How You Like That' (Official Audio).mp3,noise
Perfect,One Direction,2016,Pop,Pop,0.7978863,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/6poJkzAl6Ss - One Direction - Perfect (Audio).mp3,noise
Light Switch,Charlie Puth,2022,R&B,Pop,0.5063914,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/WFsAon_TWPQ - Charlie Puth - Light Switch [Official Music Video].mp3,noise
Castle on the Hill,Ed Sheeran,2017,Pop,Pop,0.88825345,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/7Qp5vcuMIlk - Ed Sheeran - Castle On The Hill [Official Lyric Video].mp3,noise
Thinking Out Loud,Ed Sheeran,2016,Pop,Pop,0.95285225,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/WpyfrixXBqU - Ed Sheeran - Thinking Out Loud [Official Audio].mp3,pitch
Don't Call Me Up,Mabel,2019,Pop,Pop,0.897417,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/V35iQO30Xys - Mabel - Don't Call Me Up.mp3,pitch
All We Know (feat. Phoebe Ryan),The Chainsmokers,2016,Pop,EDM,0.63927984,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/lEi_XBg2Fpk - The Chainsmokers - All We Know (Audio) ft. Phoebe Ryan.mp3,noise
Red Roses (feat. Landon Cube),Lil Skies,2018,Hip Hop,Hip Hop,0.9573726,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/WlosjSe5B8c - Lil Skies - Red Roses ft. Landon Cube (Official Music Video).mp3,none
Sanguine Paradise,Lil Uzi Vert,2019,EDM,Pop,0.59172404,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/INsVZ3ACwas - Lil Uzi Vert - Sanguine Paradise [Official Audio].mp3,noise
Plug Walk,Rich The Kid,2018,Hip Hop,Hip Hop,0.9732544,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/SXMhL_UoVWw - Rich The Kid - Plug Walk (Audio).mp3,pitch
Youngblood,5 Seconds of Summer,2018,Rock,Rock,0.7718271,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/CXNv4_wQjKQ - Youngblood.mp3,pitch
Shallow,Lady Gaga,2019,Hip Hop,Rock,0.4085074,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2020/BpIf43m2ZQI - Shallow (Radio Edit).mp3,none
Belum Siap Kehilangan,Stevan Pasaribu,2021,Pop,Pop,0.4952707,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/0ru5Ox8f_vs - Stevan Pasaribu - Belum Siap Kehilangan (Official Music Video).mp3,noise
God's Plan,Drake,2018,Hip Hop,Hip Hop,0.5849859,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/m1a_GqJf02M - God's Plan.mp3,noise
Tap (feat. Meek Mill),NAV,2019,Hip Hop,Hip Hop,0.99342173,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/sSx5BRWvaV4 - NAV - Tap ft. Meek Mill (Official Audio).mp3,none
Feel My Rhythm,Red Velvet,2022,EDM,Pop,0.43935055,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/77jO8zNngZY - Feel My Rhythm.mp3,pitch
Tak Ingin Usai,Keisya Levronka,2022,Pop,Pop,0.94401276,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/FB1YNEOspyA - Keisya Levronka - Tak Ingin Usai (Official Lyric Video).mp3,pitch
Yes Indeed,Lil Baby,2018,Hip Hop,Hip Hop,0.99054104,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/1_W6QZclahA - The Making Of Lil Baby & Drake's ＂Yes Indeed＂ With Wheezy ｜ Deconstructed.mp3,none
Intentions (feat. Quavo),Justin Bieber,2022,Hip Hop,Pop,0.93245393,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2022/VI8lrXNSLnA - Justin Bieber - Intentions (Official Lyric Video) ft. Quavo.mp3,noise
There's Nothing Holdin' Me Back,Shawn Mendes,2017,Pop,Pop,0.9800976,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Bt6TmXqRCb4 - Shawn Mendes ‒ There's Nothing Holding Me Back (Lyrics).mp3,none
Better When I'm Dancin',Meghan Trainor,2016,Pop,Pop,0.88657886,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/pkCyfBibIbI - Meghan Trainor - Better When I'm Dancin' (Official Video).mp3,noise
Tap (feat. Meek Mill),NAV,2019,Hip Hop,Hip Hop,0.9709891,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/sSx5BRWvaV4 - NAV - Tap ft. Meek Mill (Official Audio).mp3,pitch
See You Again (feat. Charlie Puth),Wiz Khalifa,2016,Hip Hop,Pop,0.69339037,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/xl8thVrlvjI - See You Again (feat. Charlie Puth).mp3,pitch
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,2015,Hip Hop,Hip Hop,0.52227706,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/SC4xMk98Pdc - Post Malone - Congratulations (Official Music Video) ft. Quavo.mp3,noise
Taste (feat. Offset),Tyga,2019,Hip Hop,Hip Hop,0.9891762,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/KmCyl1yfzw0 - Taste (feat. Offset).mp3,none
These Days (feat. Jess Glynne. Macklemore & Dan Caplen),Rudimental,2018,Pop,Pop,0.9575407,True,"c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/pjTj-_55WZ8 - Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Official Video].mp3",pitch
Outside Today,YoungBoy Never Broke Again,2018,Hip Hop,Hip Hop,0.8639831,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/4oBkazzTwPY - YoungBoy Never Broke Again - ＂Outside Today＂ (Official Audio).mp3,none
Drowning (feat. Kodak Black),A Boogie wit da Hoodie,2017,Hip Hop,Hip Hop,0.97750854,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/rvaJ7QlhH0g - A Boogie Wit Da Hoodie - Drowning (feat. Kodak Black) [Official Audio].mp3,noise
Locked Away (feat. Adam Levine),R. City,2016,R&B,R&B,0.47814482,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/YQY9BZBrZds - R. City - Locked Away (Audio) ft. Adam Levine.mp3,noise
Tak Ingin Usai,Keisya Levronka,2023,Pop,Pop,0.9901273,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/FB1YNEOspyA - Keisya Levronka - Tak Ingin Usai (Official Lyric Video).mp3,none
One Call Away,Charlie Puth,2016,Pop,Pop,0.8070732,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2016/3lcSFAItC4E - Charlie Puth - One Call Away Official Audio.mp3,noise
Don't Call Me Up,Mabel,2019,Hip Hop,Pop,0.3656382,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2019/V35iQO30Xys - Mabel - Don't Call Me Up.mp3,noise
Glimpse of Us,Joji,2022,Pop,Pop,0.5232648,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/FvOpPeKSf_4 - Joji -  Glimpse of Us.mp3,noise
The Greatest (feat. Kendrick Lamar),Sia,2016,EDM,Pop,0.591605,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/sG6aWhZnbfw - Sia - The Greatest (Official Audio) ft. Kendrick Lamar.mp3,none
Nice For What,Drake,2018,Hip Hop,Hip Hop,0.98743236,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/U9BwWKXjVaI - Drake - Nice For What.mp3,none
Bank Account,21 Savage,2018,Hip Hop,Hip Hop,0.43635657,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/sV2t3tW_JTQ - 21 Savage - Bank Account (Official Audio).mp3,pitch
Mercy,Shawn Mendes,2017,R&B,Pop,0.45848864,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/caKHTxwR49w - Mercy - Shawn Mendes (Audio).mp3,noise
Kill Bill,SZA,2023,R&B,R&B,0.8164119,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/SQnc1QibapQ - SZA - Kill Bill (Official Audio).mp3,none
Thunder,Imagine Dragons,2018,Rock,Rock,0.9262788,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/4AqjqOqNrjw - Imagine Dragons - Thunder (Audio).mp3,none
Satu-Satu,Idgitaf,2023,Pop,Pop,0.9768082,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/OPUTzPAluig - Idgitaf - Satu-Satu (Official Lyric Video).mp3,pitch
Young Dumb & Broke,Khalid,2018,Hip Hop,R&B,0.5076524,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2018/g9Aaf1fWdLQ - Khalid - Young Dumb & Broke (Audio).mp3,none
This Town,Niall Horan,2017,Pop,Folk,0.9247866,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/ic1l36GrNOU - Niall Horan - This Town (Official Lyric Video).mp3,none
Left and Right,Charlie Puth,2022,Pop,Pop,0.9874041,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/a7GITgqwDVg - Charlie Puth - Left And Right (feat. Jung Kook of BTS) [Official Video].mp3,none
Heather,Conan Gray,2021,Pop,Pop,0.9877479,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/GPUg7n8-M6o - Conan Gray - Heather (Official Lyric Video).mp3,none
Heathens,twenty one pilots,2017,Hip Hop,Rock,0.7565273,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2017/UprcpdwuwCg - twenty one pilots： Heathens (from Suicide Squad： The Album) [OFFICIAL VIDEO].mp3,pitch
Runtuh,Feby Putri,2023,Pop,Pop,0.81839836,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/YrtS8MESh0I - Runtuh - Feby Putri feat. Fiersa Besari (Official Visualizer).mp3,none
Angel Baby,Troye Sivan,2022,Pop,Pop,0.30205688,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2023/tyYwOEKKcZc - Troye Sivan - Angel Baby (Visualiser).mp3,pitch
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2015,Country,Pop,0.55905086,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/ShgXkSHMSm0 - Meghan Trainor - Like I'm Gonna Lose You (Official Audio) ft. John Legend.mp3,none
Nobody Gets Me,SZA,2023,R&B,R&B,0.7482975,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/2024/7frfkBdV0-w - SZA - Nobody Gets Me (Audio).mp3,none
LOYALTY. (feat. Rihanna),Kendrick Lamar,2017,Hip Hop,Hip Hop,0.36088452,True,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/Dlh-dzB2U4Y - Kendrick Lamar - LOYALTY. ft. Rihanna.mp3,noise
It Ain't Me,Kygo,2017,Pop,EDM,0.35683054,False,c:/Users/adief/OneDrive/Dokumen/Semester 5/Data Mining 2/Week 14 (Final Project)/downloads_mp3/all_years/D5drYkLiLI8 - Kygo & Selena Gomez - It Ain't Me (Audio).mp3,noise
